#Date, time, sensornum, avgWatts
2015 01 31, 22:00, 1, 300.514607593
2015 01 31, 22:00, 1, 300.247490994
2015 01 31, 22:00, 1, 299.958229652
2015 01 31, 22:00, 1, 299.738626632
2015 01 31, 22:00, 1, 299.497291894
2015 01 31, 22:00, 1, 299.239659291
2015 01 31, 22:00, 1, 299.009160055
2015 01 31, 22:00, 1, 298.711825759
2015 01 31, 22:00, 1, 298.474982322
2015 01 31, 22:00, 1, 298.174015807
2015 01 31, 22:00, 1, 297.95612409
2015 01 31, 22:00, 1, 297.669883246
2015 01 31, 22:00, 1, 297.416559532
2015 01 31, 22:00, 1, 297.172413055
2015 01 31, 22:00, 1, 296.87646511
2015 01 31, 22:00, 1, 296.643686193
2015 01 31, 22:01, 1, 296.312390755
2015 01 31, 22:02, 1, 288.890055166
2015 01 31, 22:02, 1, 288.64484886
2015 01 31, 22:02, 1, 288.400704896
2015 01 31, 22:02, 1, 288.109310681
2015 01 31, 22:02, 1, 287.919987701
2015 01 31, 22:02, 1, 287.650319982
2015 01 31, 22:02, 1, 287.443395386
2015 01 31, 22:02, 1, 287.181317155
2015 01 31, 22:02, 1, 286.991177124
2015 01 31, 22:02, 1, 286.716160066
2015 01 31, 22:02, 1, 286.479527567
2015 01 31, 22:02, 1, 286.273382018
2015 01 31, 22:02, 1, 286.019552609
2015 01 31, 22:02, 1, 285.799937538
2015 01 31, 22:02, 1, 285.523114553
2015 01 31, 22:02, 1, 285.300365705
2015 01 31, 22:02, 1, 285.041019493
2015 01 31, 22:02, 1, 284.848388663
2015 01 31, 22:02, 1, 284.588876248
2015 01 31, 22:02, 1, 284.323415153
2015 01 31, 22:02, 1, 284.160983234
2015 01 31, 22:02, 1, 283.90385469
2015 01 31, 22:02, 1, 283.638519217
2015 01 31, 22:02, 1, 283.433643002
2015 01 31, 22:02, 1, 283.199837301
2015 01 31, 22:02, 1, 282.97174236
2015 01 31, 22:02, 1, 282.722260706
2015 01 31, 22:02, 1, 282.568410958
2015 01 31, 22:02, 1, 282.33179597
2015 01 31, 22:02, 1, 282.095771692
2015 01 31, 22:04, 1, 275.367421684
2015 01 31, 22:04, 1, 275.169141109
2015 01 31, 22:04, 1, 274.949658251
2015 01 31, 22:04, 1, 274.697846043
2015 01 31, 22:04, 1, 274.507152701
2015 01 31, 22:04, 1, 274.316573362
2015 01 31, 22:04, 1, 274.067417389
2015 01 31, 22:04, 1, 273.905298033
2015 01 31, 22:04, 1, 273.672251027
2015 01 31, 22:04, 1, 273.468228123
2015 01 31, 22:04, 1, 273.229382919
2015 01 31, 22:04, 1, 273.017641914
2015 01 31, 22:04, 1, 272.797294377
2015 01 31, 22:04, 1, 272.583438605
2015 01 31, 22:04, 1, 272.399553486
2015 01 31, 22:04, 1, 272.184606941
2015 01 31, 22:04, 1, 271.925134309
2015 01 31, 22:04, 1, 271.719219017
2015 01 31, 22:04, 1, 271.528215447
2015 01 31, 22:04, 1, 271.33978492
2015 01 31, 22:04, 1, 271.109661657
2015 01 31, 22:04, 1, 270.375311742
2015 01 31, 22:04, 1, 270.379349985
2015 01 31, 22:04, 1, 270.354710204
2015 01 31, 22:04, 1, 270.324360883
2015 01 31, 22:04, 1, 270.122249849
2015 01 31, 22:04, 1, 269.915304744
2015 01 31, 22:04, 1, 269.669048143
2015 01 31, 22:04, 1, 269.49201659
2015 01 31, 22:05, 1, 269.248088114
2015 01 31, 22:06, 1, 263.229326365
2015 01 31, 22:06, 1, 263.016479326
2015 01 31, 22:06, 1, 262.831148585
2015 01 31, 22:06, 1, 262.633668345
2015 01 31, 22:06, 1, 262.415208934
2015 01 31, 22:06, 1, 262.246159071
2015 01 31, 22:06, 1, 262.073494209
2015 01 31, 22:06, 1, 261.9112008
2015 01 31, 22:06, 1, 261.711926009
2015 01 31, 22:06, 1, 261.508533633
2015 01 31, 22:06, 1, 261.364169606
2015 01 31, 22:06, 1, 261.133616447
2015 01 31, 22:06, 1, 260.947757078
2015 01 31, 22:06, 1, 260.744220528
2015 01 31, 22:06, 1, 260.575234425
2015 01 31, 22:06, 1, 260.352153461
2015 01 31, 22:06, 1, 260.17336262
2015 01 31, 22:06, 1, 260.006645463
2015 01 31, 22:06, 1, 259.81878509
2015 01 31, 22:06, 1, 259.581030192
2015 01 31, 22:06, 1, 259.421815525
2015 01 31, 22:06, 1, 259.221935261
2015 01 31, 22:06, 1, 259.080741155
2015 01 31, 22:06, 1, 258.852772178
2015 01 31, 22:06, 1, 258.67233129
2015 01 31, 22:06, 1, 258.549983351
2015 01 31, 22:06, 1, 258.330633313
2015 01 31, 22:06, 1, 258.128769838
2015 01 31, 22:06, 1, 257.928188329
2015 01 31, 22:07, 1, 257.793098333
2015 01 31, 22:08, 1, 252.29116902
2015 01 31, 22:08, 1, 252.113962841
2015 01 31, 22:08, 1, 251.954731484
2015 01 31, 22:08, 1, 251.277011236
2015 01 31, 22:08, 1, 251.298148437
2015 01 31, 22:08, 1, 251.270895433
2015 01 31, 22:08, 1, 251.253113542
2015 01 31, 22:08, 1, 251.077524206
2015 01 31, 22:08, 1, 250.888729411
2015 01 31, 22:08, 1, 250.69855296
2015 01 31, 22:08, 1, 250.504072136
2015 01 31, 22:08, 1, 250.35898036
2015 01 31, 22:08, 1, 250.179459606
2015 01 31, 22:08, 1, 249.96082308
2015 01 31, 22:08, 1, 249.784706808
2015 01 31, 22:08, 1, 249.60422636
2015 01 31, 22:08, 1, 249.4221099
2015 01 31, 22:08, 1, 249.248082598
2015 01 31, 22:08, 1, 249.034500509
2015 01 31, 22:08, 1, 248.915638425
2015 01 31, 22:08, 1, 248.635037754
2015 01 31, 22:08, 1, 248.097867195
2015 01 31, 22:08, 1, 248.103736616
2015 01 31, 22:08, 1, 248.085784004
2015 01 31, 22:08, 1, 248.038418624
2015 01 31, 22:08, 1, 247.754176427
2015 01 31, 22:08, 1, 247.652105843
2015 01 31, 22:08, 1, 247.497459152
2015 01 31, 22:08, 1, 247.335962863
2015 01 31, 22:10, 1, 242.16085532
2015 01 31, 22:10, 1, 241.959802799
2015 01 31, 22:10, 1, 241.879564723
2015 01 31, 22:10, 1, 241.709351119
2015 01 31, 22:10, 1, 241.569683122
2015 01 31, 22:10, 1, 241.426302455
2015 01 31, 22:10, 1, 241.26321359
2015 01 31, 22:10, 1, 241.074382823
